Region,Site,Area,Note,Locus ID,Original Sort Order,Locus/Wall,Number,Square,Phase,Contextual Integrity (I) Code,Contextual Integrity (I),Phasing of Contents (PoC),Comments,Context,Chapter,Status
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18181,1194,Locus,18181,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18182,1195,Locus,18182,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18183,1196,Locus,18183,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18184,1197,Locus,18184,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18185,1198,Locus,18185,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18186,1199,Locus,18186,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18187,1200,Locus,18187,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18188,1201,Locus,18188,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18189,1202,Locus,18189,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18190,1203,Locus,18190,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18191,1204,Locus,18191,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18192,1205,Locus,18192,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18193,1206,Locus,18193,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18194,1207,Locus,18194,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18195,1208,Locus,18195,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18196,1209,Locus,18196,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18197,1210,Locus,18197,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18198,1211,Locus,18198,,,,,,Not used,,,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18199,1212,Locus,18199,,,,,,Not used,,,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18200,1213,Locus,18200,AI/31,5,d,disturbed,⪰5,Fill below drain L9025 to floor,--, Dor IIA: 8,Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18201,1214,Locus,18201,AH/34,4?,d,disturbed,⪯4,Possible Pit material. Maybe part of Pit 18122 (L18212 = L18225 = L18561),--, Dor IIIA: 6,Not Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18202,1215,Locus,18202,AH/34,⪰1a,d,disturbed,⪰1a,Possible Robber Trench of W9301a?,--, Dor IIIA: 6,Not Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18203,1216,Locus,18203,AG/34,⪰1a?,d?,possibly disturbed,⪰6,"Possible Robber Trench, or unsealed fill, below Phase 1 F9428",--, Dor IIIA: 6,Not Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18204,1217,Locus,18204,AG/34,≺1a,s,sealed,1b–6,Cement make up of F9428 (Ana's Basement) and fill below,6 and later," Dor IIIA: 6, Dor IIA: 4",Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18205,1218,Locus,18205,AI/31,5,d,disturbed,⪰5,East face of L18363 in balk,--, Dor IIA: 8,Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 18206,1219,Wall,18206,AH/34,1b,--,--,--,Western part of W9301b (W18206 ≡ L18245 ≡ W18248),--, Dor IIIA: 6,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18207,1220,Locus,18207,AI/31,6,d?,possibly disturbed,7/6?,"Floor makeup of F18200 and fill below, to floor",--, Dor IIA: 8,Final
Israel,Tel Dor,AH:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18209,1221,Locus,18209,AH/33,7,u,unsealed,7,Mixed fill to floor,7, Dor IIA: 7,Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18210,1222,Locus,18210,AH/34,1b–1a,s,sealed,⪯2,Cement make up of F9231,--, Dor IIIA: 6,Not Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18211,1223,Locus,18211,AG/34,2–6,u,unsealed,2–6,Unsealed fill between Phase 1 F9428 and Phase 6a/5? F18238 = F18258,," Dor IIIA: 6, Dor IIA: 4",Not Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18212,1224,Locus,18212,AH/34,4,s,sealed,⪯4,Pit 18212 (L18212 = L18225 = L18561),Pit 18212, Dor IIIA: 6,Not Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18213,1225,Locus,18213,AH/34,6/7?,u,unsealed,6–7+4?,Fill cut by Phase 4 pit down to floor,--, Dor IIA: 6,Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18214,1226,Locus,18214,AJ/32,9,u,unsealed,9,Burnt destruction debris in doorway between pavement F18087 and F18242,18242, Dor IIA: 14,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18215,1227,Locus,18215,AI/32,9/10a?,u,unsealed,9/8??,"Destruction layer to floor, possibly mixed with some pre-destruction material",10 and 9, Dor IIA: 9,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18216,1228,Locus,18216,AI/32,10a?/9?,s,sealed,10a/9?,"Stone pavement makeup and fill below, to floor",10 and 9, Dor IIA: 9,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18217,1229,Locus,18217,AI/32,10a?/9?,s,sealed,10a/9?,"Floor makeup of Phase 9 destruction floor, fill below",10 and 9, Dor IIA: 9,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 18218,1230,Wall,18218,AI/31,1b?,--,--,--,Rough ashlar wall in south balk,--, Dor IIIA: 7,Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18219,1231,Locus,18219,AJ/32,9,u,unsealed,9,Fill below W9140(S),18242, Dor IIA: 14,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18220,1232,Locus,18220,AI/32,10a?/9?,s,sealed,10a/9?,"Floor makeup of Phase 9 destruction floor, fill below",10 and 9, Dor IIA: 9,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18221,1233,Locus,18221,AI/32–33,10a,s,sealed,10a+9?,"Floor makeup and fill below, to floor",18286, Dor IIA: 9,Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18222,1234,Locus,18222,AG/34,6a/5?,u,unsealed,5?6?+4?,"Unsealed fill down to floor, probably contaminated by Pit L18280",6, Dor IIA: 4,Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18223,1235,Locus,18223,AG/34,6a/5?,i,in situ,5+6,Rubble,--, Dor IIA: 4,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 18224,1236,Wall,18224,AI/32,9,--,--,--,Wall of “trough”,--, Dor IIA: 9,Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18225,1237,Locus,18225,AH/34,4,s,sealed,⪯4,Pit 18212 (L18212 = L18225 = L18561),Pit 18212, Dor IIIA: 6,Not Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 18226,1238,Wall,18226,AG/34,1,--,--,--,Ashlar wall,--, Dor IIIA: 6,Not Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18227,1239,Locus,18227,AH/34,1b,s,sealed,1b,Mudbrick debris below W9301a,--, Dor IIIA: 6,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18228,1240,Locus,18228,AI/31,6,d?,possibly disturbed,6/7?,"Floor makeup of F18207 and fill below, to floor",--, Dor IIA: 8,Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 18229,1241,Wall,18229,AI–AJ/32,10a?+10b–c,--,--,--,"a=rammed earth wall with stone pier, b = fieldstone wall",--, Dor IIA: 9,Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18230,1242,Locus,18230,AJ/32,9,u,unsealed,9,"Cleaning, stratified accumulation above destruction floor",18241, Dor IIA: 14,Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18231,1243,Locus,18231,AJ/32,9,u,unsealed,9,"Cleaning and fill, above destruction floor",18239, Dor IIA: 14,Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18232,1244,Locus,18232,AI–AJ/33,9(b?),s,sealed,9(b?),Makeup of “fish floor” to another surface immediately below =L18279,18067, Dor IIA: 13,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18233,1245,Locus,18233,AI/32,10b?/10a?,s,sealed,10b?/10a?,Multiple ashy resurfacings,18286, Dor IIA: 9,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18234,1246,Locus,18234,AI/32,10b,s,sealed,10b?/10a?,"Floor makeup of F18235 and fill below, to floor",18333, Dor IIA: 9,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18235,1247,Locus,18235,AI/32,10a,s,sealed,10a,Ghost floor of L18221,10 and 9, Dor IIA: 9,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18236,1248,Locus,18236,AI/31,7/8?,d?,possibly disturbed,7/8?,"Floor makeup of F18228, fill to destruction",8 and 7, Dor IIA: 8,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18237,1249,Locus,18237,AI/31,9,s,sealed,9,Destruction debris to floor,18033, Dor IIA: 8,Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18238,1250,Locus,18238,AG/34,6a/5?,u,unsealed,5?6?+4?,"Unsealed fill down to floor, probably contaminated by Pit L18280",6, Dor IIA: 4,Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18239,1251,Locus,18239,AJ/32,9,u,unsealed,9,"Destruction debris to “floor” (collapsed roof?), no burning",18239, Dor IIA: 14,Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18240,1252,Locus,18240,AJ/32,9,?,?,9,Pit or leveling fill,18239, Dor IIA: 14,Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18241,1253,Locus,18241,AJ/32,9,u,unsealed,9,"Destruction debris, no burning",18241, Dor IIA: 14,Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18242,1254,Locus,18242,AJ/32,9,u,unsealed,9,"Destruction debris, limited burning",18242, Dor IIA: 14,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18243,1255,Locus,18243,AI/32,10b,d?,possibly disturbed,10b–10a,"Fill of “bone room” contaminated by Pit L18347, 10/9?, floors of 10 and 11 difficult to distinguish",18313, Dor IIA: 9,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18244,1256,Locus,18244,AI/32,10b,s,sealed,10b/10a?,Fill to floor,18333, Dor IIA: 9,Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18245,1257,Locus,18245,AH/34,1b–1a?,--,--,--,Sealed cement installation inside W9301b (W18206 ≡ L18245 ≡  W18248),--, Dor IIIA: 6,Not Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18246,1258,Locus,18246,AI–AJ/33,9b/10?,s,sealed,9(b?),"From F18232 to floor, until reaching W9140(N) (=F18281)",18067, Dor IIA: 13,Final
Israel,Tel Dor,AH:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18247,1259,Locus,18247,AH/33,7,u,unsealed,7,Mixed fill to floor,7, Dor IIA: 7,Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 18248,1260,Wall,18248,AH/34,1b,--,--,--,Eastern part of W9301b (W18206 ≡ L18245 ≡ W18248),--, Dor IIIA: 6,Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18249,1261,Locus,18249,AJ/32,9,u,unsealed,9,"Destruction debris of yellowish brick material and rubble down to a sloping surface, possibly roof collapse",18241, Dor IIA: 14,Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 18250,1262,Wall,18250,AJ/32,9–10,--,--,--,"Mudbrick wall on stone socle. W wall of smithy courtyard in Phase 10, corridor wall (parallel to W18048) in Phase 9",--, Dor IIA: 14,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18251,1263,Locus,18251,AI/32,10b,s,sealed,10b,Fill to floor,18286, Dor IIA: 9,Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18252,1264,Locus,18252,AI–AJ/33,10,s,sealed,10,"From F18246 to first ashy surface, under W9140(N) (=F18284)",18286, Dor IIA: 13,Final
Israel,Tel Dor,AH:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18253,1265,Locus,18253,AH/33,7,u,unsealed,7,Mudbrick debris,7, Dor IIA: 7,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18254,1266,Locus,18254,AI/31,9,s,sealed,9,Destruction debris,18033, Dor IIA: 8,Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18255,1267,Locus,18255,AG/34,6/5?,u,unsealed,6+5,Unsealed fill,6 or later, Dor IIA: 4,Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18256,1268,Locus,18256,AI–AJ/33,10,s,sealed,10,"From F18252 to second ashy surface reaching W9915(
=F18259)",18286, Dor IIA: 13,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18257,1269,Locus,18257,AI/31–32,10a–10b?,s,sealed,10a–10b?,Sand fill below W9800 to floor,18333," Dor IIA: 8, 9",Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18258,1270,Locus,18258,AG/34,6a/5?,u,unsealed,6+5,Unsealed fill,6, Dor IIA: 4,Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18259,1271,Locus,18259,AI–AJ/33,10,d?,possibly disturbed,10,Cleaning around Pit L9251 to floor fragment=F18256,18286, Dor IIA: 13,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18260,1272,Locus,18260,AI/31,9,s,sealed,9/8?,Fill below W9964 to destruction,18033, Dor IIA: 8,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18261,1273,Locus,18261,AI/31,9,s,sealed,9/8?,Fill below W9963 to destruction,--, Dor IIA: 8,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18262,1274,Locus,18262,AI/31,9,s,sealed,9,Destruction debris,18033, Dor IIA: 8,Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18263,1275,Locus,18263,AI–AJ/33,10,s,sealed,10,"Pit? (unsealed by L18256, sealed by L18252) to F18264",18286, Dor IIA: 13,Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18264,1276,Locus,18264,AI–AJ/33,10,s,sealed,10,Sealed by F18256 to third ashy surface reaching W9915,18286, Dor IIA: 13,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18265,1277,Locus,18265,AI/31,9,s,sealed,9,Destruction debris to floor,18033, Dor IIA: 8,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18266,1278,Locus,18266,AI/31–32,10a,s,sealed,10a/10b?,"Floor makeup of Phase 9 destruction F18237, fill below",18333," Dor IIA: 8, 9",Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18267,1279,Locus,18267,AI/32,10c,u,unsealed,10c/10b?,Fill below F18251,18333, Dor IIA: 9,Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18268,1280,Locus,18268,AH/34,4?/5?,s,sealed,≺1,Sealed mudbrick debris below W9301b = 18303,--, Dor IIIA: 6,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18269,1281,Locus,18269,AI/32,10b,s,sealed,10b/10a?,Fill to floor,18333, Dor IIA: 9,Final
Israel,Tel Dor,Not-specified,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18270,1282,Locus,18270,,,,,,Cancelled,,,Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18271,1283,Locus,18271,AI–AJ/33,10,s,sealed,10,"Floor fragment, ashy resurfacing? dug from F18264?",18286, Dor IIA: 13,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18272,1284,Locus,18272,AI/31–32,10b,s,sealed,10b/10a?,Fill,18333," Dor IIA: 8, 9",Final
