File ID,Illustration,Chp,Part Number,Caption,DB ID,FileName,FileType,Error in print
Figure 12.3,Figure,12,3,"Fig. 12.3. Phase 6b F9179 with W9211 emerging on the right, looking east. Foreground: W9180 and W9212. (p05Z3-0647) ",p05Z3-0647,p05Z3-0647.tif,tif,
Figure 12.4,Figure,12,4,"Fig. 12.4. Thumbnail plan of Phase 7, AJ/34. For details, see Plan 7. (d09Z3-1255) ",d09Z3-1255,d09Z3-1255.tif,tif,
Figure 12.5,Figure,12,5,"Fig. 12.5. General view of Phase 7 in AJ/34, looking northwest. Mudbrick W9408a and W9216 form the western and northern walls of Room 9191, while stone W9211 marks its southern limit (photograph courtesy of Andrew Stewart). (p10Z3-0079) ",p10Z3-0079,p10Z3-0079.tif,tif,
Figure 12.6,Figure,12,6,"Fig. 12.6. Juncture of Phase 7 stone W9211 with mudbrick W9048a, looking southwest. The section cut into W9048a shows the stones of W9048b beginning to appear behind the mudbrick “coating” encasing the stone core. (p05Z3-0648) ",p05Z3-0648,p05Z3-0648.tif,tif,
Figure 12.7,Figure,12,7,"Fig. 12.7. Juncture of W9216, W9408a and W18010a, looking northeast. Left: mudbricks of W9408a in section. Dark line of mudbrick above W9408 number plaque is part of the mudbrick “coating” of W9408a, encasing the upper stone course of W9408b. A single stone of W9408b is just appearing. (p05Z3-0649) ",p05Z3-0649,p05Z3-0649.tif,tif,
Figure 12.8,Figure,12,8,"Fig. 12.8. Phase 7 F9548 reaching W9408a and W9216, looking south. Bottom center: juncture of W9408a and W9216. (p05Z3-0650) ",p05Z3-0650,p05Z3-0650.tif,tif,
Figure 12.9,Figure,12,9,"Fig. 12.9. F9548 with in situ vessels, looking west. Center and upper right: corner of W9408a and W9216 (photograph courtesy of Andrew Stewart). (p10Z3-0080) ",p10Z3-0080,p10Z3-0080.tif,tif,
Figure 12.10,Figure,12,10,"Fig. 12.10. F18004 west of stone W9408b and reaching W18010a, looking south. W9211 to right of W9408b begins to float just below level of F18004. Right: Phase 3 W9510. (p05Z3-0651) ",p05Z3-0651,p05Z3-0651.tif,tif,
Figure 12.11,Figure,12,11,"Fig. 12.11. Schematic section (not to scale) showing relations of F18004 and F18041 to W18010a–b, looking west. (d09Z3-1256) ",d09Z3-1256,d09Z3-1256.tif,tif,
Figure 12.12,Figure,12,12,"Fig. 12.12. Thumbnail plan of Phase 8, AJ/34. For details, see Plan 6. (d09Z3-1257) ",d09Z3-1257,d09Z3-1257.tif,tif,
Figure 12.13,Figure,12,13,"Fig. 12.13. Juncture of W9904 and W9211, looking east. W9211 beginning to float where it meets W9904. Left: mudbricks of W9216 in balk. L18065 is possible Phase 9 debris below floor of Phase 8 “cult deposit”. (p05Z3-0653) ",p05Z3-0653,p05Z3-0653.tif,tif,
Figure 12.14,Figure,12,14,"Fig. 12.14. Stage vii and viii loci in the “cult room”, looking south. Upper right: W9211 floats almost at top of W9408b. Center: stage viii L18089 and L18054 below stage vii F9903. Upper left: seam in W9211, marking probable doorway in stage vii (Phase 8). Right: Phase 10 L18088. (p05Z3-0657) ",p05Z3-0657,p05Z3-0657.tif,tif,
Figure 12.15,Figure,12,15,"Fig. 12.15. In situ “cult deposit” leaning against W9408b, looking west. Brick debris (or bench) L9974 to the left. (p05Z3-0659) ",p05Z3-0659,p05Z3-0659.tif,tif,
Figure 12.16,Figure,12,16,"Fig. 12.16. In situ vessel in L18034 = L9903 against eastern face of W9408b, looking northwest. (p06Z3-0026) ",p06Z3-0026,p06Z3-0026.tif,tif,
Figure 12.17,Figure,12,17,"Fig. 12.17. In situ vessels on F9903, looking north. Bottom: two (out of four) bricks, below the semi-articulated potsherds. (p05Z3-0658) ",p05Z3-0658,p05Z3-0658.tif,tif,
Figure 12.18,Figure,12,18,"Fig. 12.18. Phase 8 mudbrick W9974 above debris L18059 = L9985, east of W9408b, looking southwest. (p05Z3-0654) ",p05Z3-0654,p05Z3-0654.tif,tif,
Figure 12.19,Figure,12,19,"Fig. 12.19. Thumbnail plan of Phase 9, AJ/34. For details, see Plan 5. (d09Z3-1258) ",d09Z3-1258,d09Z3-1258.tif,tif,
Figure 12.20,Figure,12,20,"Fig. 12.20. F18041 reaching W9408b, looking east. (p09Z3-3002) ",p09Z3-3002,p09Z3-3002.tif,tif,
Figure 12.21,Figure,12,21,"Fig. 12.21. Phase 10? F18088 below base of W18048b, looking south. (p09Z3-3003) ",p09Z3-3003,p09Z3-3003.tif,tif,
Figure 12.22,Figure,12,22,Fig. 12.22. Locus genealogy for AJ/34. (d09Z3-1259) ,d09Z3-1259,d09Z3-1259.tif,tif,
Figure 13.1,Figure,13,1,Fig. 13.1. Schematic section showing the sequence of north– south walls in AI/33. (d10Z1-1025) ,d10Z1-1025,d10Z1-1025.tif,tif,
Figure 13.2,Figure,13,2,"Fig. 13.2. Bonding of W9275 and W9262, looking south. (p05Z3-0676) ",p05Z3-0676,p05Z3-0676.tif,tif,
Figure 13.3,Figure,13,3,"Fig. 13.3. Relationship between stone socle of W9275b (right) to W9262b (stone socle, top) and W9262c (mudbrick between socles), looking south. (p10Z3-0020) ",p10Z3-0020,p10Z3-0020.tif,tif,
Figure 13.4,Figure,13,4,"Fig. 13.4. W18481 (after removal of W9275), looking south. (p05Z3-0677) ",p05Z3-0677,p05Z3-0677.tif,tif,
Figure 13.5,Figure,13,5,"Fig. 13.5. AI–AJ/33 at end of 2000, showing sequence of Phases 9–10 walls, looking north. (p05Z3-0679) ",p05Z3-0679,p05Z3-0679.tif,tif,
Figure 13.6,Figure,13,6,"Fig. 13.6. Section under W9262, looking north. (d10Z1-1026) ",d10Z1-1026,d10Z1-1026.tif,tif,
Figure 13.7,Figure,13,7,"Fig. 13.7. Northern wall of the room, W9211, and its junctions with W9140(N) > W9915 (left). (p05Z3-0683) ",p05Z3-0683,p05Z3-0683.tif,tif,
Figure 13.8,Figure,13,8,"Fig. 13.8. Thumbnail plan of Phase 6, AJ/33 East–AI/33 West. For details, see Plans 8–9. (d10Z1-1027) ",d10Z1-1027,d10Z1-1027.tif,tif,
Figure 13.9,Figure,13,9,"Fig. 13.9. Thumbnail plan of Phase 7, AJ/33 East–AI/33 West. For details, see Plan 7. (d10Z1-1028) ",d10Z1-1028,d10Z1-1028.tif,tif,
Figure 13.10,Figure,13,10,"Fig. 13.10. Thumbnail plan of Phase 8, AJ/33 East–AI/33 West. For details, see Plan 6. (d10Z1-1029) ",d10Z1-1029,d10Z1-1029.tif,tif,
Figure 13.11,Figure,13,11,"Fig. 13.11. Floor fragment F9823 and its relation to W9262 and W9275, looking south. (p05Z3-0684) ",p05Z3-0684,p05Z3-0684.tif,tif,
Figure 13.12,Figure,13,12,"Fig. 13.12. F18021 and walls around it, looking south. Note pits L9251 (foreground) and L9168 (background right, cutting the junction between W9262 and W9140). (p05Z3-0686) ",p05Z3-0686,p05Z3-0686.tif,tif,
Figure 13.13,Figure,13,13,"Fig. 13.13. Thumbnail plan of Phase 9. For details, see Plan 5. (d10Z1-1030) ",d10Z1-1030,d10Z1-1030.tif,tif,
Figure 13.14,Figure,13,14,Fig. 13.14. F18067 (the “fish floor”). Note side view of W9262 showing its four phases— W9262a (mudbrick) > W9262b (stone) > W9262c (mudbrick) > W9262d (stone)—and the relation of F18067 to the lowest phase. (p05Z3-0690) ,p05Z3-0690,p05Z3-0690.tif,tif,
Figure 13.15,Figure,13,15,"Fig. 13.15. Thumbnail plan of Phase 10a, AJ/33 East–AI/33 West. For details, see Plan 4. (d10Z1-1031) ",d10Z1-1031,d10Z1-1031.tif,tif,
Figure 13.16,Figure,13,16,"Fig. 13.16. Thumbnail plan of Phases 10b–c. For details, see Plans 2–3. (d10Z1-1032) ",d10Z1-1032,d10Z1-1032.tif,tif,
Figure 13.17,Figure,13,17,"Fig. 13.17. F18252, looking west. F18252 runs under lowest course of W9140(N) and W9262d. (p05Z3-0689) ",p05Z3-0689,p05Z3-0689.tif,tif,
Figure 13.18,Figure,13,18,"Fig. 13.18. F18263, looking southwest. Right: note relation to W9915 (small stones under boulder foundation of W9140), as well as the many tightly packed surfaces under W9262 (top). (p05Z3-0692) ",p05Z3-0692,p05Z3-0692.tif,tif,
Figure 13.19,Figure,13,19,"Fig. 13.19. F18271, a possible metal-working fire pit. (p05Z3-0693) ",p05Z3-0693,p05Z3-0693.tif,tif,
Figure 13.20,Figure,13,20,"Fig. 13.20. Phase 11 sloping surfaces, looking north. In the balk: generally level surfaces in the north that start to slope dramatically towards the south. Note ash and tabun fragments on the surface. (p05Z3-0696) ",p05Z3-0696,p05Z3-0696.tif,tif,
Figure 13.21,Figure,13,21,"Fig. 13.21. Phase 11 surfaces under base of Phase 10 W9915, looking west. (p05Z3-0697) ",p05Z3-0697,p05Z3-0697.tif,tif,
Figure 13.22,Figure,13,22,Fig. 13.22. Locus genealogy for AJ/33–AI/33. (d09Z3-1455) ,d09Z3-1455,d09Z3-1455.tif,tif,
Figure 14.1,Figure,14,1,"Fig. 14.1. Thumbnail plan of Phase 5, AJ–AK/32. For details, see Plan 10. (d09Z3-1260) ",d09Z3-1260,d09Z3-1260.tif,tif,
Figure 14.2,Figure,14,2,"Fig. 14.2. Right: corner of Phase 5(?) W9217 and W9162, looking east; Left: walls of Phases 1–4. (p08Z3-1219) ",p08Z3-1219,p08Z3-1219.tif,tif,
Figure 14.3,Figure,14,3,"Fig. 14.3. Left: corner formed by Phase 5(?) W9162 and W9217, looking north. (p08Z3-1220) ",p08Z3-1220,p08Z3-1220.tif,tif,
Figure 14.4,Figure,14,4,"Fig. 14.4. Thumbnail plan of Phase 6, AJ–AK/32. For details, see Plans 8–9. (d09Z3-1261) ",d09Z3-1261,d09Z3-1261.tif,tif,
Figure 14.5,Figure,14,5,"Fig. 14.5. General view of Phases 6–7 walls in AJ–AK/32, under later walls, looking north. Phase 6: W9065, W9066, W9957, W9975; Phase 7: W9400 (photograph courtesy of Andrew Stewart). (p08Z3-1436) ",p08Z3-1436,p08Z3-1436.tif,tif,
Figure 14.6,Figure,14,6,"Fig. 14.6. Phase 6 walls W9065, W9066 and W9140(S) in AK/32–33, looking west. Center: dark rectangle (at point where AK/32 borders AJ/32) are mudbricks of W9957; stone rubble may be its foundation (photograph courtesy of Andrew Stewart). (p10Z3-0081) ",p10Z3-0081,p10Z3-0081.tif,tif,
Figure 14.7,Figure,14,7,"Fig. 14.7. Poorly preserved Phase 6 W9943, W9942 and W9917 in AK/32, looking east. Right: possible rubble from W9943 continuing up in the southern balk. (p08Z3-1283) ",p08Z3-1283,p08Z3-1283.tif,tif,
Figure 14.8,Figure,14,8,"Fig. 14.8. F18008 sloping up towards W9066, looking east. F18008 covers Phase 7 F18019 and W9400 (see Fig. 14.17). (p08Z3-1137)",p08Z3-1137,p08Z3-1137.tif,tif,
Figure 14.9,Figure,14,9,Fig. 14.9. Right: W9140(S) east of Phase 6 pit L9185 and Phase 7 oven L9204. Upper left: Phase 6 W9065 and W9066. The juncture of W9066 with W9140(S) is cut by Phase 4 pit L9168. (p08Z3-1227) ,p08Z3-1227,p08Z3-1227.tif,tif,
Figure 14.10,Figure,14,10,Fig. 14.10. Detail of Phase 6 or 7 oven L9204 built up against W9140(S). (p08Z3-1225) ,p08Z3-1225,p08Z3-1225.tif,tif,
Figure 14.11,Figure,14,11,"Fig. 14.11. Phase 6–8 remains in AJ/32, looking north. Top left: juncture of Phase 6 W9065 and W9066, with Phase 7 W9400 below. Left foreground: Phase 7 W9412 and W9413. Upper right: juncture of W9066 and W9140(S), cut by pit L9168. Center: Phase 8 F9494 and L9434. (p05Z3-0718) ",p05Z3-0718,p05Z3-0718.tif,tif,
Figure 14.12,Figure,14,12,"Fig. 14.12. Thumbnail plan of Phase 7, AJ–AK/32. For details, see Plan 7. (d09Z3-1262) ",d09Z3-1262,d09Z3-1262.tif,tif,
Figure 14.13,Figure,14,13,"Fig. 14.13. Corner formed by W9993 and W9959, looking east. (p10Z3-0082) ",p10Z3-0082,p10Z3-0082.tif,tif,
Figure 14.14,Figure,14,14,"Fig. 14.14. Corner formed by W9993 and W9959, looking south. Right of W9559: faint traces of mudbrick material of W9970. (p10Z3-0083) ",p10Z3-0083,p10Z3-0083.tif,tif,
Figure 14.15,Figure,14,15,"Fig. 14.15. Burnt material on F9958, looking east. Right: W9993. (p08Z3-1127) ",p08Z3-1127,p08Z3-1127.tif,tif,
Figure 14.16,Figure,14,16,"Fig. 14.16. In situ jar on F9958, looking east (photograph courtesy of Andrew Stewart). (p10Z3-0084) ",p10Z3-0084,p10Z3-0084.tif,tif,
Figure 14.17,Figure,14,17,"Fig. 14.17. Phase 7 W9400 under western part of W9066, after its removal. F18015 and F18019 clearly reach W9400. F18008 in Fig. 14.10. covered both F18019 and W9400. F9958 from Fig. 14.16. would be just off the right edge of the picture. (p08Z3-1138)",p08Z3-1138,p08Z3-1138.tif,tif,
Figure 14.18,Figure,14,18,"Fig. 14.18. Thumbnail plan of Phase 8, AJ–AK/32. For details, see Plan 6. (d09Z3-1263) ",d09Z3-1263,d09Z3-1263.tif,tif,
Figure 14.19,Figure,14,19,"Fig. 14.19. Thumbnail plan of Phase 9, AJ–AK/32. For details, see Plan 5. (d09Z3-1264) ",d09Z3-1264,d09Z3-1264.tif,tif,
Figure 14.20,Figure,14,20,"Fig. 14.20. General view of AJ/32 in Phase 9, looking east. (p08Z3-1203) ",p08Z3-1203,p08Z3-1203.tif,tif,
Figure 14.21,Figure,14,21,"Fig. 14.21. General view of AJ/32 in Phase 9, looking north. (p08Z3-1202) ",p08Z3-1202,p08Z3-1202.tif,tif,
Figure 14.22,Figure,14,22,"Fig. 14.22. Corridor room F18242 with in situ vessels, looking north. Lower right: doorway through W18048. Left: doorway F18293 through W18250 not yet excavated, just above number on the wall (see Fig. 14.23). (p06Z3-0007)",p06Z3-0007,p06Z3-0007.tif,tif,
Figure 14.23,Figure,14,23,"Fig. 14.23. Doorway L18293 between W18250 and W9909, looking north. Note in situ vessels in doorway. (p08Z3-1198) ",p08Z3-1198,p08Z3-1198.tif,tif,
Figure 14.24,Figure,14,24,"Fig. 14.24. In situ vessels on F18241, looking north. Lower right: unexcavated doorway F18293 through W18250. (p05Z3-0723) ",p05Z3-0723,p05Z3-0723.tif,tif,
Figure 14.25,Figure,14,25,"Fig. 14.25. Pottery and antler found fallen on second story F18239, looking east. (p08Z3-1195) ",p08Z3-1195,p08Z3-1195.tif,tif,
Figure 14.26,Figure,14,26,Fig. 14.26. Detail of antler from Fig. 14.25. (p08Z3-1196),p08Z3-1196,p08Z3-1196.tif,tif,
Figure 14.27,Figure,14,27,"Fig. 14.27. Doorway F18371 between W9909 and W9998, marked by larger stones, looking north. (p05Z3-0721) ",p05Z3-0721,p05Z3-0721.tif,tif,
Figure 14.28,Figure,14,28,"Fig. 14.28. Ground floor (F18306) below debris fallen from the upper story (F18239), looking east. (p08Z3-1201) ",p08Z3-1201,p08Z3-1201.tif,tif,
Figure 14.29,Figure,14,29,Fig. 14.29. Detail of narrow jar seen in Fig. 14.28. looking east. (p08Z3-1200),p08Z3-1200,p08Z3-1200.tif,tif,
Figure 14.30,Figure,14,30,"Fig. 14.30. Thumbnail plan of Phases 10a–c, AJ–AK/32. For details, see Plans 2–4. (d09Z3-1265) ",d09Z3-1265,d09Z3-1265.tif,tif,
Figure 14.31,Figure,14,31,"Fig. 14.31. F18372 may have reached W18250, looking southwest. (p08Z3-1184) ",p08Z3-1184,p08Z3-1184.tif,tif,
Figure 14.32,Figure,14,32,"Fig. 14.32. F18394 is the lowest floor that may have reached W9909 and W18250, looking north. (p08Z3-1188) ",p08Z3-1188,p08Z3-1188.tif,tif,
Figure 14.33,Figure,14,33,"Fig. 14.33. AJ/32; F18344 reaches W18250 and its doorway, also slopes up towards W9909, looking north. Most of mudbrick superstructure of W9909 has been removed. (p08Z3-1207) ",p08Z3-1207,p08Z3-1207.tif,tif,
Figure 14.34,Figure,14,34,"Fig. 14.34. AJ/32; Phase 11 elements after Phase 10 walls were removed, looking south (note stub of W18250 in the balk on the left). L18400 is part of W18471 of the “Shell-Floor Installation”. (p10Z3-0086) ",p10Z3-0086,p10Z3-0086.tif,tif,
Figure 14.35,Figure,14,35,"Fig. 14.35. Phase 11b “Shell-Floor Installation”, with floor makeup partially removed, looking east. Left: W18463. (p10Z3-0087) ",p10Z3-0087,p10Z3-0087.tif,tif,
Figure 14.36,Figure,14,36,"Fig. 14.36. Phase 11b “Shell-Floor Installation”, looking west. Above meter stick: W18471. Right, bottom of balk: W18463. (p10Z3-0088) ",p10Z3-0088,p10Z3-0088.tif,tif,
Figure 14.37,Figure,14,37,"Fig. 14.37. Detail of shell bedding of F18470, looking west. Note: mud plaster material on top of shells slopes up to the left, then slopes down again inside shallow foundation trench L18529 of W18528. (p08Z3-1192) ",p08Z3-1192,p08Z3-1192.tif,tif,
Figure 14.38,Figure,14,38,Fig. 14.38. Locus genealogy for AK/33. (p10Z3-0085) ,p10Z3-0085,p10Z3-0085.tif,tif,
Figure 14.39,Figure,14,39,Fig. 14.39. Locus genealogy for AK/32. (d09Z3-1266) ,d09Z3-1266,d09Z3-1266.tif,tif,
Figure 14.40,Figure,14,40,"Fig. 14.40. Locus genealogy for AJ/32, Phases 5–8. (d09Z3-1267) ",d09Z3-1267,d09Z3-1267.tif,tif,
Figure 14.41,Figure,14,41,"Fig. 14.41. Locus genealogy for AJ/32, Phases 9–12. (d09Z3-1461) ",d09Z3-1461,d09Z3-1461.tif,tif,
Figure 15.1,Figure,15,1,"Fig. 15.1. Phase 6a L9679 (the floor in “Sloan’s room”) with stone “table” and ashlar stones (maṣṣebot?), looking west. (p05Z3-0710) ",p05Z3-0710,p05Z3-0710.tif,tif,
Figure 15.2,Figure,15,2,"Fig. 15.2. W18912 bonded(?) to W9975, looking northwest. (p04G-0049) ",p04G-0049,p04G-0049.tif,tif,
Figure 15.3,Figure,15,3,"Fig. 15.3. Junction between W9140(N) and W9211, looking north. Left: blocked doorway between W9211 and W9914 (although the wall appears to be floating, it is just tilted). (p05Z3-0681) ",p05Z3-0681,p05Z3-0681.tif,tif,
Figure 15.4,Figure,15,4,"Fig. 15.4. AK/34, northern face of W9211, looking west. Note the southward tilt of the wall. (p05Z3-0682) ",p05Z3-0682,p05Z3-0682.tif,tif,
Figure 15.5,Figure,15,5,Fig. 15.5. Schematic 3D reconstruction showing position of walls in “Sloan’s room” in relation to the central wall junction in Phase 9. Note hypothetical wall cornering with W9915. (d09Z3-1312) ,d09Z3-1312,d09Z3-1312.tif,tif,
Figure 15.6,Figure,15,6,"Fig. 15.6. Thumbnail plan of Phase 6, AJ–AK/33. For details, see Plans 8–9. (d10Z1-1033) ",d10Z1-1033,d10Z1-1033.tif,tif,
Figure 15.7,Figure,15,7,"Fig. 15.7. Phase 6a F9436 (floor in “Sloan’s room”), looking southwest. (p05Z3-0712) ",p05Z3-0712,p05Z3-0712.tif,tif,
Figure 15.8,Figure,15,8,"Fig. 15.8. Phase 6a F9436 (floor in “Sloan’s room”), looking southeast, showing relation to W9066. (p05Z3-0711) ",p05Z3-0711,p05Z3-0711.tif,tif,
Figure 15.9,Figure,15,9,"Fig. 15.9. Complete restorable jug near installation L9346 (right), looking east. Background: W9140(N). (p05Z3-0714) ",p05Z3-0714,p05Z3-0714.tif,tif,
Figure 15.10,Figure,15,10,"Fig. 15.10. F04G0-006, with basalt grinding stone and pottery in situ above it. Note the base of W04G0-008 (behind the grinding stones) floating above the floor. (p04G-0017) ",p04G-0017,p04G-0017.tif,tif,
Figure 15.11,Figure,15,11,Fig. 15.11. Stone stool/offering table(?). (d09Z3-1322) ,d09Z3-1322,d09Z3-1322.tif,tif,
Figure 15.12,Figure,15,12,"Fig. 15.12. F9860 and its relation to W9066, W9140(N) and W9211, looking south. (p05Z3-0713) ",p05Z3-0713,p05Z3-0713.tif,tif,
Figure 15.13,Figure,15,13,"Fig. 15.13. Thumbnail of Phase 7, AJ–AK/33. For details, see Plan 7. (d10Z1-1034) ",d10Z1-1034,d10Z1-1034.tif,tif,
Figure 15.14,Figure,15,14,"Fig. 15.14. Phase 7a F9859 and F9902 reaching W9914 just at the juncture of its mudbrick superstructure and stone foundation, looking south. (p06Z3-0006) ",p06Z3-0006,p06Z3-0006.tif,tif,
Figure 15.15,Figure,15,15,Fig. 15.15. F18015 reaching W9400 at the juncture of stone foundation and mudbrick superstructure. F18019 east of W9400 in the “antler room”. W9066 and 9065 (Phase 6) float above the floors. Upper left: F18015 reaching the base of W9914. (p05Z3-0715) ,p05Z3-0715,p05Z3-0715.tif,tif,
Figure 15.16,Figure,15,16,"Fig. 15.16. Thumbnail of Phase 8, AJ–AK/33. For details, see Plan 6. (d10Z1-1035) ",d10Z1-1035,d10Z1-1035.tif,tif,
Figure 15.17,Figure,15,17,"Fig. 15.17. Thumbnail of Phase 9, AJ/33. For details, see Plan 5. (d10Z1-1036) ",d10Z1-1036,d10Z1-1036.tif,tif,
Figure 15.18,Figure,15,18,"Fig. 15.18. The northern balk of AJ–AK/32 under W9066, after end of excavation (2004). (p05Z3-0727) ",p05Z3-0727,p05Z3-0727.tif,tif,
Figure 15.19,Figure,15,19,"Fig. 15.19. Junction between W9140(N) and W9211 with phytolith floor F04G0-004 that slopes up to meet W9211, looking north. W9140(N) (large-stone phase) appears to float above the floor. (p04G-0024) ",p04G-0024,p04G-0024.tif,tif,
Figure 15.20,Figure,15,20,"Fig. 15.20. Flagstones (F04G0-013) underneath several layers of phytoliths (F04G0-004 at top of mini-balk), looking north. Top right: mini-balk with layers sloping up towards the walls. (p04G-0053) ",p04G-0053,p04G-0053.tif,tif,
Figure 15.21,Figure,15,21,"Fig. 15.21. Detail of mini-balk in upper right corner of Fig. 15.20, showing several superimposed phytolith layers sloping up towards W9140(N) and reaching the small-stone stage of W9915 under it. (d10Z1-1037)",d10Z1-1037,d10Z1-1037.JpG,JpG,
Figure 15.22,Figure,15,22,Fig. 15.22. Locus and wall genealogy for AJ/33. (d09Z3-1317) ,d09Z3-1317,d09Z3-1317.tif,tif,
Figure 15.23,Figure,15,23,Fig. 15.23. Locus and wall genealogy for AK/33. (d09Z3-1456) ,d09Z3-1456,d09Z3-1456.tif,tif,
Figure 16.1,Figure,16,1,"Fig. 16.1. F9504 cut by Phase 3 W9510 and W9147, looking south. Background: W9340 = W9041 crosses over both these walls. Foreground: late W9490 and W9491 of installation L9326. (p08Z3-1169) ",p08Z3-1169,p08Z3-1169.tif,tif,
Figure 16.2,Figure,16,2,"Fig. 16.2. Detail of area shown in Fig. 16.1, after removal of the late installation L9326. W9212 to the left of W9510, with its probable continuation as tumbled fieldstone rubble L9550 to the right. (p08Z3-1294)",p08Z3-1294,p08Z3-1294.tif,tif,
Figure 16.3,Figure,16,3,Fig. 16.3. Locus genealogy for AK/34. (d09Z3-1268),d09Z3-1268,d09Z3-1268.tif,tif,
Figure 17.1,Figure,17,1,Fig. 17.1. Typo-chronological sequence of selected local types. (d10Z1-1045) ,d10Z1-1045,d10Z1-1045.jpg,jpg,
Figure 17.2,Figure,17,2,Fig. 17.2. Typo-chronological sequence of imported ware. (d10Z1-1046) ,d10Z1-1046,d10Z1-1046.jpg,jpg,
Figure 17.3,Figure,17,3,Fig. 17.3. Typo-chronological sequence of selected local and imported types and wares (H=Horizon). (d10Z1-1047) ,d10Z1-1047,d10Z1-1047.jpg,jpg,
Figure 18.1,Figure,18,1,"Fig. 18.1. Conical-piriform stirrup jar, FS 167 (Pl. 18.1:4). (p10Z3-0029) ",p10Z3-0029,p10Z3-0029.jpg,jpg,
Figure 18.2,Figure,18,2,"Fig. 18.2. Large piriform jar, papyrus motif (FM 11) (Pl. 18.1:24). (p11X-1200) ",p11X-1200,p11X-1200.tif,tif,
Figure 18.3,Figure,18,3,"Fig. 18.3. Goblet, FS 254/255 (Pl. 18.1:25). (p11X-1621). ",p11X-1621,p11X-1621.tif,tif,
Figure 18.4,Figure,18,4,"Fig. 18.4. Amphoroid krater, FS 54/55 (Pl. 18.1:9). (p10Z3-0030) ",p10Z3-0030,p10Z3-0030.jpg,jpg,
Figure 19.1,Figure,19,1,Fig. 19.1. Aegean-type pottery sherds sampled by NAA from Phase 11 (photographed by R. Stidsing). (d10Z1-1044) ,d10Z1-1044,d10Z1-1044.jpg,jpg,
Figure 19.2,Figure,19,2,"Fig. 19.2. Comparison between samples Dor4, Dor9 and Dor10 and NAA reference groups from the northern coast of Israel, Myc Argolid ware and eastern Cypriot ware, using Principal Component Analysis. (d10Z1-1040) ",d10Z1-1040,d10Z1-1040.tif,tif,
Figure 19.3,Figure,19,3,"Fig. 19.3. Comparison between samples Dor4, Dor9 and Dor10 and the NAA reference groups from the northern coast of Israel: concentrations of diagnostic elements. (d10Z1-1041) ",d10Z1-1041,d10Z1-1041.tif,tif,
Figure 19.4,Figure,19,4,"Fig. 19.4. Principal Component Analysis of NAA Group CYPH of Myc “Simple Style” from eastern Cyprus and samples Dor3, Dor6, Dor7, Dor12 and Dor13 (Group 2). (d10Z1-1042) ",d10Z1-1042,d10Z1-1042.tif,tif,
Figure 19.5,Figure,19,5,"Fig. 19.5. Principal Component Analysis of NAA ware Group CYPH of Myc “Simple Style” from eastern Cypriot, NAA ware Group CYPH from southwestern Cyprus (Kouklia-Palaepaphos) and Dor Groups 2 and 3 (d10Z1-1043) ",d10Z1-1043,d10Z1-1043.tif,tif,
Figure 20.1,Figure,20,1,"Fig. 20.1. BL1, local skyphos, Phase 10 (Pl. 20.14:1). (p08X-4084) ",p08X-4084,p08X-4084.tif,tif,
Figure 20.2,Figure,20,2,"Fig. 20.2. BL1, local skyphos, Phase 9 (Pl. 20.35:1). (p08X-4010) ",p08X-4010,p08X-4010.tif,tif,
Figure 20.3,Figure,20,3,"Fig. 20.3. BL1, skyphos, Phase 8 (Pl. 20.38:1). (p08Z3-0136) ",p08Z3-0136,p08Z3-0136.tif,tif,
Figure 20.4,Figure,20,4,"Fig. 20.4. BL23a, Phase 9 (Pl. 20.16:5). (08Z3-0128) ",p08Z3-0128,p08Z3-0128.tif,tif,x
Figure 20.5,Figure,20,5,"Fig. 20.5. BL23e, Phase 9 (Pl. 20.31:2). (08Z3-0125) ",p08Z3-0125,p08Z3-0125.tif,tif,x
Figure 20.6,Figure,20,6,"Fig. 20.6. BL33a, probably Phase 6b (Pl. 20.56:3, base and side view). (p08X-4071) ",p08X-4071,p08X-4071.tif,tif,
Figure 20.7,Figure,20,7,"Fig. 20.7. KR1, Phase 9 (Pl. 20.21:19). (p08Z3-0124) ",p08Z3-0124,p08Z3-0124.tif,tif,
Figure 20.8,Figure,20,8,"Fig. 20.8. KR21e, Phase 9 (Pl. 20.27:3). (p08Z3-0122) ",p08Z3-0122,p08Z3-0122.tif,tif,
Figure 20.9,Figure,20,9,"Fig. 20.9. KR21e, Phase 6b (Pl. 20.58:1). (p08Z3-0149) ",p08Z3-0149,p08Z3-0149.tif,tif,
Figure 20.10,Figure,20,10,"Fig. 20.10. SJ1, Phase 9 (Pl. 20.20:10). (p09Z3-6129) ",p09Z3-6129,p09Z3-6129.tif,tif,
Figure 20.11,Figure,20,11,"Fig. 20.11. SJ3, Phase 9 (Pl. 20.18:2). (p08Z3-0140) ",p08Z3-0140,p08Z3-0140.tif,tif,
Figure 20.12,Figure,20,12,"Fig. 20.12. SJ4b, Phase 9 (Pl. 20.17:1). (p08Z3-0152) ",p08Z3-0152,p08Z3-0152.tif,tif,
Figure 20.13,Figure,20,13,"Fig. 20.13. SJ4 (shoulder), Phase “9 and 8” (Pl. 20.37:22). (p08X-4195) ",p08X-4195,p08X-4195.tif,tif,
Figure 20.14,Figure,20,14,"Fig. 20.14. SJ5a, Phase 9 (Pl. 20.17:3). (p08Z3-0148) ",p08Z3-0148,p08Z3-0148.tif,tif,
